DOMAIN	Anaeromyces-like_sp_C3J_Trinity	Anaeromyces_robustus_S4	Anaeromyces_sp_C3G_Trinity	Anaeromyces_sp_G3G_Trinity	Anaeromyces_sp_Na_Trinity	Anaeromyces_sp_O2_Trinity	Caecomyces_sp_Brit4_Trinity	Caecomyces_sp_Iso3_Trinity	Chytriomyces_sp_MP71	Entophlyctis_helioformis_JEL805	Gaertneriomyces_semiglobifer_Barr_43	Gonapodya_prolifera_JEL478	Neocallimastix_californiae_G1	Neocallimastix_frontalis_Hef5_Trinity	Neocallimastix_sp_G3_Trinity	Orpinomyces_sp_D3A_Trinity	Orpinomyces_sp_D3B_Trinity	Orpinomyces_sp_D4C_Trinity	Pecoramyces_ruminantium_C1A	Pecoramyces_sp_FS3C_Trinity	Pecoramyces_sp_FX4B_Trinity	Pecoramyces_sp_S4B_Trinity	Pecoramyces_sp_YC3_Trinity	Piromyces_finnis	Piromyces_sp_A1_Trinity	Piromyces_sp_B4_Trinity	Piromyces_sp_B5_Trinity	Piromyces_sp_E2	Rhizoclosmatium_globosum_primary	Feramyces_austinii_WSF2c_Trinity	Feramyces_austinii_WSF3a_Trinity
zf-RanBP	11	5	6	12	10	18	9	11	20	7	2	9	2	10	7	1	0	2	6	19	9	5	20	11	7	14	16	2	13	1	12
ATP-synt_ab_N	8	3	5	24	6	13	11	15	7	4	4	3	6	27	16	9	8	7	5	5	6	10	5	4	9	14	11	4	3	7	14
Asp_protease	22	1	11	8	13	23	5	10	0	0	0	0	1	11	6	2	4	5	9	14	8	5	11	5	7	38	31	3	0	17	8
p450	0	0	1	0	0	0	0	0	42	31	11	66	0	0	29	0	0	0	0	0	0	0	0	0	1	55	30	0	45	0	1
Glyco_hydro_26	7	3	7	5	5	4	5	12	15	2	1	14	14	13	12	2	2	2	1	7	17	7	17	4	8	17	10	8	16	24	12
Peptidase_M16	15	5	5	9	7	13	8	21	7	8	8	7	7	21	13	2	2	4	5	10	11	11	9	6	10	9	8	5	7	6	4
TB2_DP1_HVA22	26	5	5	4	19	42	4	8	7	6	6	2	8	22	13	4	2	4	4	6	13	32	6	4	6	6	4	1	5	3	6
Methyltransf_2	31	6	2	14	14	9	6	10	1	0	2	1	8	16	6	6	14	8	2	6	13	17	9	2	8	15	17	3	3	10	9
Ribosomal_L4	2	1	2	2	2	2	4	6	3	1	2	2	2	5	5	5	3	2	1	2	4	114	3	0	48	8	6	1	2	5	3
PAP_assoc	14	6	10	11	26	14	7	18	3	3	2	1	10	16	15	8	7	12	10	11	6	8	7	7	5	13	6	6	3	5	6
LCM	13	7	5	7	8	14	18	19	2	1	1	2	4	21	7	9	2	5	6	10	7	4	6	2	10	44	25	6	1	6	6
Acatn	17	3	11	23	12	21	22	14	4	4	3	3	3	12	3	7	9	4	5	6	6	7	15	3	7	16	9	3	4	3	19
EMP70	17	2	17	20	15	17	8	18	5	4	2	2	3	35	7	7	5	7	3	12	7	10	6	2	6	16	1	2	6	7	15
BET	13	4	4	10	11	13	5	28	0	2	1	2	7	18	14	11	10	11	2	10	18	8	9	4	9	17	7	2	3	8	8
Sec7	18	8	9	10	9	15	5	13	5	4	5	3	13	30	11	2	1	4	6	6	7	10	11	8	2	18	15	7	6	1	3
PIH1	15	6	9	13	14	14	7	16	5	4	5	3	7	16	9	15	8	7	6	11	9	10	7	6	7	11	4	3	5	12	8
ACT_7	14	5	7	13	14	27	6	8	1	3	4	4	7	22	7	5	5	5	4	6	5	13	10	4	12	25	6	3	1	8	7
GATase_7	26	3	4	26	23	27	3	5	5	5	5	5	5	6	4	30	3	6	3	4	2	18	5	3	3	29	6	2	5	4	6
Voltage_CLC	19	3	14	12	12	20	7	49	11	3	3	4	3	9	8	0	3	2	5	10	6	12	5	3	2	23	8	3	11	7	9
CTP_transf_like	11	5	7	17	8	10	14	13	5	2	6	3	5	22	6	10	6	7	3	7	8	5	7	5	15	29	1	3	7	8	5
ACPS	9	3	3	6	8	9	5	8	3	3	2	2	6	12	10	7	8	9	2	7	6	4	9	3	7	55	44	2	3	4	6
DUF726	18	5	6	12	14	12	4	22	5	4	3	2	9	23	14	7	5	6	2	4	8	7	6	3	7	23	15	4	5	10	6
Fungal_trans	6	3	6	7	1	7	7	24	13	26	11	64	9	14	5	0	0	0	9	12	5	6	4	7	0	13	7	5	16	1	0
VWA_3	14	4	6	9	9	15	11	26	1	3	1	10	12	5	4	5	4	5	6	12	16	8	11	2	13	12	11	6	4	3	4
DUF3844	6	1	1	3	140	3	1	3	1	1	1	1	2	3	2	21	3	37	1	3	2	1	2	1	4	4	12	1	1	6	1
KA1	2	4	2	2	0	5	6	20	11	7	5	3	11	32	7	3	2	2	3	11	6	9	10	7	10	37	17	4	9	8	11
Y_phosphatase2	18	6	11	14	11	19	10	17	6	6	7	5	6	16	6	5	5	5	4	11	9	12	8	5	8	7	6	3	6	6	5
Rap_GAP	13	4	12	5	6	18	7	18	4	6	3	4	8	22	6	12	2	2	5	8	14	17	5	4	12	15	4	4	5	7	10
Peptidase_M17	19	3	4	5	6	8	8	17	3	3	3	3	3	9	4	20	10	6	3	20	9	8	9	2	12	29	7	4	4	10	15
Enolase_N	28	1	1	50	77	73	1	5	1	1	1	1	2	3	5	5	2	2	2	4	1	7	1	1	2	4	2	1	1	1	2
Pectate_lyase	4	1	1	1	5	2	2	4	0	0	0	4	31	30	25	3	6	3	8	15	12	16	7	3	12	4	6	6	0	30	28
TRAPPC9-Trs120	10	1	8	7	6	12	9	22	3	3	2	5	5	38	13	4	5	5	3	10	8	7	9	3	11	22	8	3	3	8	1
GATase_6	24	2	3	26	23	24	3	4	5	4	4	5	4	5	5	30	7	6	2	4	2	18	5	2	3	33	7	2	5	4	6
RA	15	6	6	5	5	15	0	27	9	5	6	1	16	24	13	4	3	6	7	10	8	10	9	4	7	6	7	4	6	8	4
DUF3533	3	4	3	3	3	2	11	9	0	1	1	1	8	38	15	4	3	4	1	12	12	51	6	6	7	18	12	6	0	8	11
FoP_duplication	14	3	5	14	18	19	4	9	2	1	2	3	6	17	14	6	11	11	5	11	8	6	13	4	11	12	5	4	2	7	11
Glyco_tranf_2_2	16	8	4	6	8	12	2	4	2	0	0	1	22	25	8	8	5	3	4	19	13	9	12	3	7	14	17	4	3	17	12
FATC	16	5	12	17	13	18	10	11	5	5	5	5	6	20	7	9	7	6	3	13	11	6	7	6	7	7	0	2	6	8	6
MtN3_slv	10	5	5	6	6	9	2	10	2	8	0	6	19	17	12	2	4	3	1	10	10	11	6	4	5	19	4	2	6	17	34
Vps4_C	15	4	6	13	14	11	8	21	5	5	6	5	5	15	8	18	9	15	2	12	9	6	4	4	9	7	3	2	7	9	3
Malic_M	12	2	2	4	13	6	4	7	1	0	1	2	6	21	8	10	16	8	1	16	8	17	17	2	12	8	12	2	2	14	18
SHIPPO-rpt	2	5	2	0	1	1	6	40	3	5	6	3	15	37	8	1	0	1	10	5	17	11	14	6	1	15	3	4	3	8	24
Rad51	14	1	9	8	10	12	12	14	6	5	5	3	1	11	10	5	7	20	3	10	8	11	7	5	14	8	0	1	8	10	17
Pho88	31	2	6	22	5	37	10	15	2	1	1	1	4	22	4	5	3	5	1	6	10	10	18	2	16	8	0	0	1	7	10
zf-Sec23_Sec24	15	5	8	7	13	16	4	19	5	3	3	3	10	26	16	2	3	8	6	10	13	8	10	4	2	15	3	5	3	1	7
Synaptobrevin	12	6	7	10	13	17	6	10	9	6	5	7	9	18	11	7	6	6	3	7	9	9	8	5	8	8	7	3	7	9	9
V-ATPase_H_N	15	2	2	11	12	4	2	6	1	1	1	1	4	28	10	6	4	23	4	7	5	3	10	3	30	9	11	3	2	6	18
DIL	14	3	6	9	9	34	6	10	9	2	2	4	7	22	9	4	6	7	1	7	4	7	7	4	18	9	7	4	5	6	6
DPBB_1	26	4	8	12	16	16	9	14	0	1	0	0	5	6	29	6	4	3	4	3	7	20	6	4	5	16	17	4	1	6	7
Ribosomal_L1	6	3	5	6	11	21	5	42	3	3	3	3	5	12	9	5	33	4	4	9	10	9	8	3	4	10	4	2	3	4	7
Fe-ADH_2	12	3	3	72	14	11	8	6	1	0	1	0	4	13	6	9	10	10	1	5	6	2	3	2	4	15	4	5	1	8	10
Lectin_leg-like	6	3	3	16	6	5	4	14	7	2	2	2	6	18	15	8	11	6	3	12	10	5	15	3	8	24	15	2	5	7	5
EXS	22	3	12	10	15	25	7	19	1	3	2	3	3	57	6	3	2	1	3	7	5	7	6	2	4	33	3	1	1	2	4
ATP_bind_1	15	4	8	12	11	19	6	13	3	4	4	4	4	13	4	11	9	14	3	13	5	9	13	3	7	14	4	2	5	13	12
SAC3_GANP	12	4	12	11	16	17	5	21	1	4	3	3	7	16	5	19	10	10	3	5	6	14	7	4	6	14	1	4	1	3	10
Ribos_L4_asso_C	2	1	1	2	2	2	3	5	2	0	1	1	2	4	3	5	3	2	1	1	4	114	3	0	48	7	3	1	1	5	3
Transket_pyr	7	2	4	7	6	7	8	18	6	5	5	7	3	14	8	5	8	4	3	7	10	8	10	2	9	20	29	3	5	4	8
Porin_3	8	3	5	9	6	12	6	13	6	3	4	3	2	17	11	8	7	6	4	11	7	4	4	3	20	24	4	3	5	11	8
BTG	12	3	5	14	13	17	9	9	2	1	2	3	8	19	14	9	9	7	2	5	7	24	4	4	9	14	8	2	2	2	9
V-SNARE_C	14	5	5	18	18	21	4	13	6	3	5	5	8	18	13	9	10	6	3	3	7	7	6	4	15	7	0	1	4	8	4
CAMSAP_CH	3	5	4	7	34	8	4	9	2	6	4	3	6	23	8	4	5	2	9	4	9	35	5	5	5	12	22	3	2	3	1
zf-CCHC_2	25	3	10	9	9	13	4	10	2	4	3	5	1	12	10	24	6	19	8	25	9	7	8	4	8	0	0	2	3	4	10
Xpo1	20	7	10	6	25	14	6	19	6	5	4	3	12	18	18	6	6	9	9	8	5	6	8	7	0	5	4	7	3	0	0
NOT2_3_5	17	3	6	12	11	14	7	29	4	2	2	2	6	24	21	6	6	10	4	13	7	7	6	3	4	18	1	3	2	5	6
Sad1_UNC	13	8	8	7	11	13	5	12	2	5	4	1	8	15	8	1	3	4	6	11	14	8	9	7	6	19	18	5	1	14	6
DUF1126	0	6	0	0	0	0	4	14	15	6	6	6	11	38	13	0	0	0	6	9	16	9	12	6	7	16	7	6	10	9	13
CPSF_A	13	4	8	14	11	14	5	30	4	3	4	3	5	13	7	6	6	5	4	16	10	7	8	4	9	16	4	2	4	7	9
Peptidase_M20	9	2	4	7	6	8	1	5	10	4	5	8	9	16	10	16	18	9	4	9	7	7	17	2	2	17	11	1	12	4	7
DUF4832	16	9	4	9	5	13	1	9	0	0	0	0	20	12	7	1	2	3	9	3	2	4	5	10	16	35	13	23	0	1	1
CoA_binding	5	2	3	4	5	4	9	4	4	2	2	2	3	7	3	32	52	58	2	6	6	2	3	2	5	5	11	2	2	3	5
RNA_pol_Rpb2_7	9	4	11	7	9	14	3	9	3	3	3	3	8	21	8	6	5	5	3	12	12	6	7	8	9	17	6	4	3	6	11
DegT_DnrJ_EryC1	3	8	3	6	2	9	7	16	6	5	4	10	18	6	12	3	7	4	5	12	5	2	2	6	8	40	26	7	3	5	2
Asp_protease_2	7	3	9	6	3	11	10	17	0	0	0	0	12	10	6	3	4	5	9	15	5	6	11	0	6	17	31	3	0	20	13
Rad17	17	4	12	12	26	43	6	22	4	4	4	5	3	12	8	4	6	5	4	6	8	8	8	4	0	5	0	3	3	4	3
ZZ	9	5	5	3	6	13	13	15	10	4	2	25	7	17	12	11	4	6	5	8	8	11	7	5	5	6	0	1	11	11	8
Metalloenzyme	7	3	4	26	19	9	6	15	2	1	1	1	6	15	6	26	6	7	2	8	6	5	9	2	7	13	12	2	1	10	7
OTCace_N	9	3	9	17	10	9	5	8	3	2	2	1	5	11	5	11	10	10	2	6	4	5	5	3	9	15	36	4	2	6	14
DLH	6	3	5	6	5	7	7	26	15	7	3	11	3	5	8	4	3	7	3	3	3	3	3	2	14	21	11	2	13	7	12
ECH_2	6	0	2	0	2	8	1	12	14	8	10	37	4	15	6	1	0	2	0	3	4	4	6	4	3	55	32	0	12	2	3
SNase	8	4	7	8	12	8	3	18	4	6	6	5	4	9	7	11	6	6	7	5	10	16	10	0	7	24	8	4	3	4	5
PA	28	2	3	17	46	28	3	7	4	5	4	1	3	23	12	3	4	4	3	4	3	15	1	1	5	5	5	1	7	2	3
Fn3_assoc	20	7	7	9	14	16	4	51	0	0	0	0	7	2	36	0	0	0	9	9	5	2	6	5	7	2	4	20	0	4	3
PUA	13	2	5	12	12	13	5	11	4	3	4	3	5	19	5	12	10	11	2	3	4	4	4	4	7	41	7	4	3	5	4
Flavin_Reduct	9	5	9	8	7	8	8	11	2	1	2	4	6	47	10	4	4	3	1	7	7	6	7	3	12	15	4	2	2	7	5
Acyl_transf_1	5	6	3	0	0	4	2	4	2	2	3	1	15	5	5	0	0	0	4	5	2	8	3	8	0	68	68	6	3	1	5
Met_10	16	4	13	3	11	14	7	12	2	3	2	3	8	19	18	3	1	5	4	15	5	4	9	4	7	14	18	4	2	4	9
DUF4743	6	2	3	5	5	8	4	7	1	1	0	1	3	10	4	4	1	4	2	5	4	3	2	2	72	10	4	2	1	5	8
MetW	34	5	4	7	11	10	7	15	0	1	1	2	6	16	5	6	12	6	2	5	10	5	8	2	6	15	16	2	1	10	8
CHB_HEX_C_1	19	7	6	9	14	16	4	51	0	0	0	0	6	2	36	0	1	0	9	9	5	2	6	5	7	2	4	20	0	4	3
Vps35	17	2	12	20	8	16	3	14	4	2	2	2	1	28	7	12	4	8	5	9	4	5	20	1	3	16	8	1	3	3	4
PEPCK_N	8	7	6	10	60	8	7	5	0	0	0	1	8	10	6	5	7	10	2	7	6	3	3	3	4	14	13	4	0	5	8
TGS	12	3	4	9	9	8	10	14	4	3	3	3	6	13	7	5	6	8	1	9	8	3	6	3	22	15	7	3	3	4	10
WH2	6	4	4	6	10	12	5	9	3	1	0	3	7	12	8	5	6	5	4	12	10	5	5	3	14	15	7	3	0	10	12
GATase_4	24	2	3	26	23	24	2	4	1	1	1	2	3	5	4	30	3	6	2	4	2	18	5	2	3	31	3	2	1	4	6
CBAH	3	3	4	2	4	6	7	23	0	0	0	0	6	8	2	17	16	15	9	13	11	12	29	1	15	4	2	4	0	1	1
DUF3737	8	10	3	5	5	7	8	15	0	0	0	0	12	18	11	4	10	9	3	10	11	11	11	1	8	11	15	3	0	6	8
NAD_binding_1	13	3	5	9	7	10	3	7	13	5	10	9	3	8	5	5	5	18	1	6	6	5	4	3	6	24	10	2	16	8	4
NTP_transf_3	23	1	21	14	3	21	7	7	4	3	4	3	3	17	5	3	2	3	4	2	4	7	7	2	8	22	12	2	4	2	7
TAL_FSA	14	1	1	6	16	16	1	58	1	1	1	1	2	5	4	10	5	6	2	9	12	5	13	2	10	16	11	3	2	5	4
DcpS_C	17	6	7	7	14	14	9	14	4	4	4	4	7	19	10	6	7	2	3	8	9	8	9	6	8	8	0	2	4	6	7
Tudor-knot	17	3	9	17	15	16	7	12	2	1	3	3	7	22	10	7	8	7	2	4	7	6	8	2	10	9	3	2	1	4	8
GIT_SHD	12	4	6	13	28	8	3	8	3	3	4	2	6	27	18	8	6	6	5	9	4	8	4	4	10	10	2	2	2	0	4
Cullin_Nedd8	10	5	7	11	11	13	14	14	5	4	4	4	7	26	8	6	5	8	4	8	6	5	5	4	8	9	5	3	4	7	3
Asp	2	1	1	22	26	2	0	5	39	12	6	7	2	7	10	6	9	6	0	3	3	1	3	1	3	24	9	1	33	3	5
SNAP	10	4	7	9	8	12	7	19	3	2	1	2	6	18	10	5	6	6	2	7	9	7	5	5	9	15	10	3	2	9	5
La	12	3	3	29	8	12	3	14	0	0	2	5	5	14	13	31	4	11	1	5	9	4	4	3	10	11	5	1	1	6	3
malic	12	2	2	4	13	5	4	6	2	0	1	2	6	24	15	10	15	9	1	8	9	13	9	2	10	10	9	2	2	8	11
Suf	21	3	9	19	11	10	4	11	2	4	3	3	6	14	14	3	3	6	5	6	9	15	7	3	7	10	3	0	3	9	8
Med26	14	4	7	12	8	13	4	11	3	3	2	2	5	15	17	6	4	5	5	5	5	6	11	6	7	18	3	4	4	5	13
AAA_31	15	3	4	12	10	13	8	11	2	4	2	4	7	12	12	5	6	5	2	12	5	5	2	3	9	27	6	0	2	6	5
AAA_22	9	5	3	10	7	14	4	11	6	3	5	4	7	19	19	8	4	8	4	7	9	7	2	6	6	7	7	5	8	2	8
ICMT	13	5	5	11	9	9	6	17	2	1	2	1	5	8	4	7	18	11	0	5	5	5	7	2	9	17	24	4	3	7	6
Vwaint	7	4	4	5	4	16	3	21	1	3	0	2	12	13	9	5	4	3	4	14	8	9	13	3	7	13	17	4	1	5	5
Ran_BP1	7	3	5	7	6	9	6	8	4	3	2	3	4	15	9	6	9	6	1	7	4	4	8	3	22	14	19	3	2	6	9
Peptidase_C26	9	4	5	8	10	8	6	12	4	2	3	4	4	20	8	6	5	8	3	5	5	5	3	3	8	29	10	3	3	3	8
Gln-synt_C	20	2	7	21	25	14	4	17	6	3	2	8	4	5	7	7	6	5	1	3	2	3	3	2	4	19	7	2	3	9	2
PEX11	10	4	3	7	7	21	5	7	4	3	3	6	8	15	19	3	4	5	4	11	7	7	8	5	11	6	11	4	1	8	8
Nop14	15	1	5	11	16	20	2	8	1	1	1	2	2	12	6	15	17	15	4	13	3	7	7	1	18	10	5	1	1	2	3
Ligase_CoA	6	2	3	16	7	6	12	8	6	3	3	3	5	8	8	4	7	7	3	7	8	3	5	3	7	39	20	3	3	6	9
Haspin_kinase	5	5	2	5	5	3	9	9	4	5	4	2	11	21	4	4	5	4	2	9	3	6	8	5	26	12	5	5	6	8	8
MCM_N	15	6	11	4	6	20	4	15	3	6	6	6	6	27	7	1	2	3	6	11	11	11	16	6	0	13	2	4	6	0	1
PCMT	14	3	8	10	16	19	6	19	0	6	2	4	4	14	8	4	1	2	4	9	4	6	7	4	10	17	7	2	0	5	10
PGM_PMM_IV	16	2	3	6	17	4	4	28	5	3	2	3	4	7	3	5	5	5	1	7	2	3	5	2	10	14	38	2	3	2	7
Prok-RING_4	7	3	4	5	9	14	8	4	3	4	3	10	5	31	5	5	7	6	2	7	4	6	7	3	6	29	11	2	2	7	6
PUCC	14	3	0	7	0	4	2	4	1	0	0	0	9	30	9	7	6	5	5	16	4	7	12	4	6	21	8	6	0	15	15
AA_permease_2	3	1	1	6	4	5	2	2	26	8	6	43	2	2	3	3	2	1	3	1	3	2	4	1	6	36	23	1	31	3	5
tRNA-synt_1e	6	2	3	14	6	15	6	6	3	3	2	4	4	12	8	6	8	4	3	9	17	7	6	2	6	22	7	2	2	5	8
Phos_pyr_kin	14	2	4	8	20	9	5	11	2	1	3	2	5	10	8	3	5	4	1	5	5	6	5	4	12	28	9	2	2	6	11
CBM_48	13	3	5	8	10	16	4	7	1	2	3	2	5	13	8	7	8	15	4	7	8	5	5	3	4	15	16	2	1	6	4
Fe_hyd_SSU	21	2	2	22	20	8	3	11	0	1	0	1	4	6	7	5	12	5	2	9	3	46	8	2	7	13	3	2	0	5	3
DUF1295	11	5	5	7	9	9	5	9	11	6	2	4	6	10	6	5	7	7	0	2	8	4	9	4	10	17	15	2	9	7	8
RNA_pol_L	10	4	5	9	9	10	9	11	4	4	4	4	6	18	8	7	5	6	0	6	6	7	4	4	11	15	9	2	3	7	7
FAD_binding_1	22	4	7	13	8	18	5	11	8	2	4	7	3	9	7	6	2	18	5	9	11	6	5	3	2	12	2	2	5	9	2
CDC50	10	3	8	18	16	19	9	6	1	2	2	1	4	12	7	5	9	8	2	6	3	12	3	2	7	9	3	2	0	13	20
SWIB	8	3	4	11	10	14	10	8	2	1	3	3	3	7	10	4	29	17	1	8	4	3	5	3	7	14	4	3	3	20	2
RINGv	8	5	4	7	7	14	4	6	6	2	3	4	7	13	11	4	6	5	1	8	10	7	9	5	11	22	12	5	2	2	5
SBP_bac_3	0	2	0	0	0	0	1	5	0	0	0	3	26	12	5	0	0	0	0	4	3	6	4	0	0	12	66	38	0	9	8
TBP	10	4	8	11	8	10	10	10	3	2	2	2	4	13	5	2	2	2	8	8	3	6	8	4	6	30	10	4	2	12	10
RRM_3	14	4	8	10	16	13	6	13	1	2	4	0	4	11	6	9	13	17	3	6	8	6	10	4	10	3	0	4	3	5	6
NtCtMGAM_N	7	6	4	1	3	11	1	6	0	0	0	2	8	23	6	16	16	17	12	12	9	13	9	1	2	1	3	5	0	4	9
NAT	5	2	3	11	5	8	2	5	2	2	2	2	3	12	80	6	5	6	2	8	2	3	4	1	4	15	6	2	2	5	4
DUF89	22	2	5	12	9	17	6	18	3	2	2	2	2	6	2	6	10	7	4	15	8	7	7	2	7	16	3	2	2	14	10
GRAM	9	7	5	2	3	9	2	16	11	8	6	8	10	25	18	7	6	4	7	7	7	8	5	9	3	2	2	3	6	2	2
DUF4217	11	3	9	7	8	13	3	9	3	4	3	4	5	14	11	8	6	6	3	12	6	21	7	4	9	8	5	4	5	4	3
zf-ZPR1	4	2	2	4	7	6	4	4	2	2	2	2	4	14	4	4	31	14	1	4	7	2	4	2	17	26	4	2	2	4	5
LisH	14	4	5	15	9	19	6	16	1	3	1	3	8	25	10	5	5	10	1	4	1	3	10	5	6	9	0	5	4	10	5
AAA_14	11	4	7	13	12	12	7	15	1	1	1	1	5	11	6	4	5	4	2	4	5	6	5	3	8	17	8	4	2	5	2
ArsA_ATPase	28	3	6	13	10	14	6	9	2	3	1	4	5	10	12	5	4	2	2	11	1	2	1	2	9	29	11	0	3	4	6
Pyridoxal_deC	9	3	11	9	6	22	11	15	9	2	2	10	6	6	12	0	4	3	7	4	6	7	4	2	7	19	8	5	6	3	6
VTC	7	2	7	7	13	9	4	7	3	1	1	2	5	15	10	8	12	10	1	10	3	5	4	3	4	16	8	3	3	21	11
ArsB	19	5	4	19	12	18	9	4	2	2	3	4	2	6	12	5	6	5	1	13	10	9	9	1	5	11	11	1	0	2	4
ELFV_dehydrog_N	5	14	4	5	9	6	3	11	0	2	0	0	11	7	7	3	4	5	7	9	13	1	12	7	5	13	18	8	1	10	6
B56	3	2	2	5	4	10	3	16	1	1	1	1	4	21	8	8	3	3	4	9	12	8	9	3	7	28	20	2	1	14	5
Sortilin-Vps10	12	3	11	6	10	28	2	9	1	3	2	0	7	11	9	5	4	5	1	7	6	4	23	3	6	10	8	3	3	2	4
MBOAT	7	3	5	11	9	10	10	14	8	8	4	7	4	14	7	5	3	3	4	5	6	3	5	3	14	9	6	3	8	6	11
KOW	7	4	12	6	6	8	7	11	5	3	8	3	7	11	18	7	6	8	1	2	2	6	2	5	6	14	6	4	7	0	5
Mob1_phocein	12	3	5	12	11	14	5	8	4	3	4	3	4	14	6	10	8	8	2	5	8	7	3	3	12	14	6	1	3	3	9
RNase_PH_C	14	5	5	11	12	12	5	11	3	4	5	3	5	17	8	8	5	6	4	13	8	6	5	5	9	5	1	4	4	4	5
RSN1_7TM	7	5	4	6	4	10	4	4	6	3	5	2	7	18	11	2	4	2	6	6	9	10	12	5	5	17	24	4	6	4	2
Prefoldin_2	13	5	4	10	7	12	5	15	6	4	5	4	6	18	13	7	7	4	3	9	3	14	5	5	7	10	2	2	4	3	6
Peptidase_S15	11	3	7	9	9	8	4	21	5	7	2	7	4	10	8	3	4	3	2	3	5	3	3	3	11	20	10	3	5	5	15
Polysacc_synt_C	10	8	8	8	9	10	5	6	0	0	0	1	6	23	8	4	9	8	2	12	11	12	11	3	0	10	5	6	0	8	7
Methyltransf_4	10	4	5	5	16	11	3	12	5	3	3	4	5	18	9	5	3	3	3	8	10	11	8	2	5	15	12	2	4	5	10
Prefoldin	13	4	8	11	9	15	6	9	6	4	4	2	6	13	10	8	5	6	2	7	4	7	7	4	10	9	0	1	4	4	10
Velvet	6	3	8	10	7	7	4	11	18	21	10	0	10	20	8	9	9	2	6	7	7	5	2	3	0	0	0	3	15	0	1
eRF1_3	21	1	20	20	18	18	5	21	4	2	2	2	4	5	5	4	6	3	1	3	3	9	2	2	4	13	9	1	1	13	5
KAsynt_C_assoc	16	8	4	11	7	18	0	2	0	0	1	0	14	23	5	0	0	0	6	2	2	6	3	6	0	41	33	5	1	2	3
RNB	16	3	8	8	10	16	6	15	3	3	3	3	6	11	11	3	4	5	9	9	7	8	5	3	2	5	5	6	3	9	6
Presenilin	10	3	4	11	8	8	5	12	3	1	1	2	6	19	11	7	9	8	2	11	9	8	5	3	7	22	5	1	3	7	9
Aminotran_4	27	3	5	6	16	23	2	7	4	3	3	6	5	9	6	4	4	4	3	4	3	3	7	2	11	15	9	0	3	6	8
Cadherin	18	0	0	22	8	33	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	96	26	0	0	0	37
Kelch_6	2	3	1	3	4	4	8	14	0	5	3	2	5	16	14	3	3	6	0	19	10	5	9	4	15	15	8	4	1	8	8
Skp1	11	3	4	10	9	10	3	16	3	2	3	2	8	8	8	6	8	7	4	5	3	5	7	3	18	12	4	4	3	5	6
PRKCSH_1	9	2	2	10	7	7	7	13	3	2	1	1	4	19	4	9	7	6	5	10	9	5	7	4	10	22	2	2	3	10	7
IlvC	2	2	2	2	2	2	1	2	1	1	1	1	26	19	6	20	32	14	3	7	12	2	8	4	9	10	11	3	1	4	11
Got1	17	2	2	23	43	41	2	3	5	3	4	5	4	8	5	4	6	7	1	2	2	2	2	2	4	8	3	0	3	6	6
PGM_PMM_III	7	2	8	8	21	9	5	15	4	2	1	3	3	7	2	3	5	5	2	8	4	2	4	2	11	26	24	2	2	3	5
AAA_8	1	12	2	0	0	2	0	3	12	10	11	9	23	14	1	0	0	0	9	3	2	4	3	12	0	11	35	12	13	2	2
Syntaxin_2	4	2	2	4	14	22	4	21	3	3	3	1	2	9	3	2	4	4	0	1	1	1	1	1	55	3	0	1	2	3	1
7tm_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	166	45	0	0	2	23
Y_phosphatase3	6	4	5	8	6	11	6	13	2	3	4	4	6	11	5	3	5	5	3	11	10	11	12	3	7	10	4	2	3	12	5
PD40	19	2	12	11	10	19	1	4	0	0	1	1	11	14	11	1	0	2	3	6	5	16	5	2	15	20	0	2	1	7	5
eRF1_2	23	1	20	21	20	19	5	8	4	2	2	3	4	5	5	3	5	3	2	3	3	9	2	2	5	10	8	1	1	13	5
Fer4_17	22	2	2	21	19	7	3	4	2	1	1	1	3	9	5	6	11	3	0	10	4	36	11	2	8	6	4	2	1	4	3
DnaJ-X	7	3	3	6	9	5	3	20	2	0	1	1	8	15	9	5	10	17	0	8	4	4	7	2	5	22	11	2	3	5	7
TFIIS_C	13	6	4	9	8	10	4	10	4	5	4	4	5	11	10	10	6	5	3	8	6	4	13	5	8	16	2	3	4	4	8
Vps39_2	12	2	10	9	9	10	4	18	4	3	2	3	3	12	7	5	4	9	4	12	7	5	12	4	8	7	0	2	3	6	12
GSIII_N	22	2	7	20	29	20	4	13	3	1	1	2	4	10	7	7	5	6	2	3	2	3	3	2	5	8	2	2	2	8	4
Ribonuc_L-PSP	8	3	1	2	2	4	4	13	7	4	1	4	4	53	5	4	4	4	1	2	2	2	4	3	4	32	7	1	6	3	0
AAA_30	8	1	4	3	1	16	6	9	6	6	7	5	4	12	10	2	1	2	7	17	4	5	4	7	1	22	15	1	12	4	4
DUF4782	8	3	4	13	8	13	4	13	1	3	4	5	5	15	9	6	6	4	2	9	7	7	5	4	6	7	2	2	3	23	7
Tetraspannin	20	4	6	7	8	9	5	18	3	6	2	2	8	13	6	9	10	7	2	6	5	6	7	4	6	10	4	1	4	6	5
Peptidase_M28	14	2	15	7	4	13	6	6	14	10	10	6	3	15	4	2	3	4	3	4	6	5	5	2	6	12	6	2	19	4	3
